Id_операции,"Тип операции (входящая - получение денег, исходящая - трата денег) Расход - это сумма входящих и исходящих операций с правильными знаками",Id_проекта,Номер месяца,Год,Сумма
2864,Входящая,2,1,2020,  117 478 ₽ 
2865,Исходящая,3,9,2021,  161 111 ₽ 
2866,Входящая,3,10,2019,  123 478 ₽ 
2867,Входящая,1,12,2021,  157 180 ₽ 
2868,Входящая,4,1,2021,  153 976 ₽ 
2869,Входящая,3,2,2020,  149 012 ₽ 
2870,Исходящая,1,7,2019,  139 149 ₽ 
2871,Исходящая,5,3,2021,  149 006 ₽ 
2872,Входящая,6,9,2019,  150 203 ₽ 
2873,Исходящая,3,12,2019,  108 711 ₽ 
2874,Входящая,2,2,2019,  160 711 ₽ 
2875,Исходящая,4,7,2020,  165 893 ₽ 
2876,Входящая,5,11,2020,  140 629 ₽ 
2877,Исходящая,1,3,2019,  145 223 ₽ 
2878,Исходящая,4,8,2019,  149 956 ₽ 
2879,Исходящая,3,6,2019,  160 574 ₽ 
2880,Входящая,1,3,2020,  131 336 ₽ 
2881,Исходящая,6,3,2020,  143 786 ₽ 
2882,Входящая,2,12,2020,  101 402 ₽ 
2883,Исходящая,4,12,2019,  179 346 ₽ 
2884,Входящая,4,4,2021,  139 477 ₽ 
2885,Входящая,3,4,2021,  171 818 ₽ 
2886,Исходящая,1,5,2019,  118 094 ₽ 
2887,Входящая,4,10,2021,  173 843 ₽ 
2888,Исходящая,2,8,2021,  127 565 ₽ 
2889,Входящая,2,11,2019,  104 513 ₽ 
2890,Входящая,4,1,2021,  185 255 ₽ 
2891,Входящая,1,12,2021,  149 148 ₽ 
2892,Исходящая,3,5,2019,  147 395 ₽ 
2893,Исходящая,1,8,2020,  112 036 ₽ 
2894,Входящая,4,1,2021,  139 125 ₽ 
2895,Входящая,1,2,2021,  152 545 ₽ 
2896,Входящая,3,12,2019,  134 532 ₽ 
2897,Исходящая,1,2,2021,  180 982 ₽ 
2898,Входящая,2,9,2021,  172 733 ₽ 
2899,Исходящая,1,7,2019,  146 422 ₽ 
2900,Входящая,6,11,2019,  172 505 ₽ 
2901,Входящая,2,3,2021,  159 814 ₽ 
2902,Входящая,3,6,2019,  106 801 ₽ 
2903,Входящая,1,8,2021,  181 042 ₽ 
2904,Входящая,4,4,2020,  182 662 ₽ 
2905,Исходящая,5,2,2019,  190 745 ₽ 
2906,Входящая,1,2,2020,  127 889 ₽ 
2907,Входящая,5,9,2020,  175 651 ₽ 
2908,Исходящая,4,8,2019,  116 001 ₽ 
2909,Исходящая,5,9,2021,  106 435 ₽ 
2910,Входящая,3,6,2020,  158 758 ₽ 
2911,Исходящая,5,6,2021,  125 223 ₽ 
2912,Входящая,5,1,2021,  134 807 ₽ 
2913,Входящая,5,11,2021,  177 101 ₽ 
2914,Исходящая,6,4,2019,  135 270 ₽ 
2915,Исходящая,6,8,2021,  131 525 ₽ 
2916,Исходящая,1,3,2020,  174 866 ₽ 
2917,Исходящая,5,10,2020,  193 966 ₽ 
2918,Исходящая,5,10,2020,  143 967 ₽ 
2919,Входящая,6,11,2019,  106 960 ₽ 
2920,Исходящая,3,9,2021,  121 449 ₽ 
2921,Исходящая,5,4,2020,  124 859 ₽ 
2922,Исходящая,2,3,2019,  157 289 ₽ 
2923,Исходящая,1,7,2019,  127 090 ₽ 
2924,Исходящая,6,6,2019,  157 054 ₽ 
2925,Исходящая,3,7,2021,  167 420 ₽ 
2926,Входящая,1,1,2019,  129 446 ₽ 
2927,Входящая,3,3,2020,  130 169 ₽ 
2928,Входящая,6,4,2020,  171 785 ₽ 
2929,Исходящая,4,9,2020,  161 994 ₽ 
2930,Входящая,1,6,2020,  158 097 ₽ 
2931,Исходящая,6,3,2021,  179 335 ₽ 
2932,Входящая,2,6,2019,  154 020 ₽ 
2933,Исходящая,2,9,2021,  121 870 ₽ 
2934,Входящая,5,7,2019,  103 432 ₽ 
2935,Входящая,2,8,2020,  188 033 ₽ 
2936,Входящая,4,2,2021,  166 846 ₽ 
2937,Входящая,5,12,2019,  132 533 ₽ 
2938,Входящая,3,1,2021,  184 204 ₽ 
2939,Входящая,1,1,2020,  179 560 ₽ 
2940,Исходящая,4,12,2021,  101 755 ₽ 
2941,Входящая,3,3,2021,  149 920 ₽ 
2942,Входящая,5,10,2021,  197 292 ₽ 
2943,Входящая,6,10,2021,  104 601 ₽ 
2944,Входящая,6,5,2019,  193 992 ₽ 
2945,Входящая,3,10,2019,  111 880 ₽ 
2946,Входящая,3,8,2019,  138 560 ₽ 
2947,Входящая,2,7,2019,  172 778 ₽ 
2948,Входящая,2,3,2021,  130 046 ₽ 
2949,Исходящая,6,3,2019,  109 634 ₽ 
2950,Входящая,1,9,2021,  154 183 ₽ 
2951,Входящая,6,6,2019,  185 905 ₽ 
2952,Исходящая,5,7,2020,  112 260 ₽ 
2953,Входящая,6,9,2021,  148 792 ₽ 
2954,Исходящая,2,5,2021,  127 102 ₽ 
2955,Входящая,2,12,2020,  144 146 ₽ 
2956,Исходящая,2,7,2020,  144 374 ₽ 
2957,Входящая,5,1,2021,  158 682 ₽ 
2958,Входящая,2,7,2021,  171 501 ₽ 
2959,Входящая,6,12,2021,  128 292 ₽ 
2960,Исходящая,2,1,2020,  130 185 ₽ 
2961,Входящая,2,3,2020,  189 190 ₽ 
2962,Исходящая,6,1,2021,  111 730 ₽ 
2963,Исходящая,5,9,2020,  100 229 ₽ 
2964,Исходящая,6,12,2021,  138 429 ₽ 
2965,Исходящая,3,3,2020,  157 392 ₽ 
2966,Входящая,2,6,2019,  198 912 ₽ 
2967,Входящая,5,8,2021,  149 552 ₽ 
2968,Исходящая,1,11,2021,  105 222 ₽ 
2969,Исходящая,3,7,2019,  156 682 ₽ 
2970,Входящая,3,5,2020,  152 390 ₽ 
2971,Входящая,2,2,2020,  137 796 ₽ 
2972,Исходящая,3,6,2020,  143 707 ₽ 
2973,Исходящая,3,12,2019,  117 172 ₽ 
2974,Входящая,6,3,2020,  134 308 ₽ 
2975,Исходящая,4,6,2020,  187 027 ₽ 
2976,Входящая,5,3,2019,  143 289 ₽ 
2977,Исходящая,4,8,2021,  190 470 ₽ 
2978,Входящая,5,7,2019,  127 531 ₽ 
2979,Входящая,4,2,2021,  127 534 ₽ 
2980,Исходящая,3,2,2020,  131 011 ₽ 
2981,Исходящая,6,6,2019,  117 315 ₽ 
2982,Исходящая,6,4,2019,  139 378 ₽ 
2983,Входящая,3,4,2019,  186 987 ₽ 
2984,Исходящая,3,6,2019,  136 210 ₽ 
2985,Исходящая,4,11,2020,  140 839 ₽ 
2986,Входящая,4,11,2020,  112 598 ₽ 
2987,Входящая,3,4,2021,  151 423 ₽ 
2988,Входящая,1,11,2020,  129 069 ₽ 
2989,Входящая,3,8,2020,  126 148 ₽ 
2990,Исходящая,2,2,2019,  122 266 ₽ 
2991,Входящая,2,12,2019,  192 839 ₽ 
2992,Входящая,6,10,2019,  159 736 ₽ 
2993,Входящая,3,1,2020,  186 541 ₽ 
2994,Исходящая,1,10,2020,  117 994 ₽ 
2995,Исходящая,5,3,2020,  142 673 ₽ 
2996,Входящая,3,10,2020,  161 787 ₽ 
2997,Входящая,3,9,2019,  116 725 ₽ 
2998,Исходящая,2,3,2019,  105 045 ₽ 
2999,Исходящая,4,12,2019,  121 547 ₽ 
3000,Исходящая,3,4,2019,  150 687 ₽ 
3001,Исходящая,3,6,2019,  180 694 ₽ 
3002,Входящая,4,10,2019,  140 363 ₽ 
3003,Входящая,5,7,2021,  134 191 ₽ 
3004,Входящая,4,2,2021,  128 769 ₽ 
3005,Входящая,3,8,2019,  126 720 ₽ 
3006,Исходящая,1,5,2020,  182 772 ₽ 
3007,Исходящая,1,3,2020,  116 407 ₽ 
3008,Исходящая,3,2,2020,  108 132 ₽ 
3009,Исходящая,5,7,2021,  176 927 ₽ 
3010,Входящая,5,2,2021,  153 655 ₽ 
3011,Исходящая,6,2,2020,  189 856 ₽ 
3012,Входящая,6,2,2019,  178 832 ₽ 
3013,Входящая,1,1,2019,  171 163 ₽ 
3014,Входящая,1,1,2020,  183 713 ₽ 
3015,Исходящая,4,3,2019,  179 402 ₽ 
3016,Входящая,5,1,2021,  154 413 ₽ 
3017,Исходящая,5,10,2019,  197 777 ₽ 
3018,Входящая,2,9,2019,  177 264 ₽ 
3019,Исходящая,5,6,2020,  153 837 ₽ 
3020,Входящая,6,8,2019,  187 513 ₽ 
3021,Входящая,1,7,2019,  123 515 ₽ 
3022,Входящая,4,3,2020,  154 046 ₽ 
3023,Входящая,5,7,2020,  181 369 ₽ 
3024,Входящая,4,1,2020,  114 102 ₽ 
3025,Исходящая,1,2,2020,  106 234 ₽ 
3026,Входящая,3,7,2021,  197 286 ₽ 
3027,Исходящая,3,1,2020,  149 744 ₽ 
3028,Входящая,6,9,2021,  194 169 ₽ 
3029,Исходящая,3,4,2020,  125 312 ₽ 
3030,Входящая,1,7,2021,  144 083 ₽ 
3031,Входящая,5,4,2019,  171 695 ₽ 
3032,Входящая,3,1,2020,  136 620 ₽ 
3033,Исходящая,2,10,2021,  124 496 ₽ 
3034,Входящая,2,7,2021,  111 543 ₽ 
3035,Входящая,3,5,2019,  181 764 ₽ 
3036,Исходящая,2,6,2020,  129 315 ₽ 
3037,Исходящая,2,4,2020,  182 299 ₽ 
3038,Исходящая,3,5,2020,  153 911 ₽ 
3039,Исходящая,3,1,2020,  198 882 ₽ 
3040,Исходящая,5,5,2020,  191 058 ₽ 
3041,Входящая,2,7,2021,  145 080 ₽ 
3042,Входящая,4,11,2021,  110 536 ₽ 
3043,Исходящая,1,10,2021,  162 475 ₽ 
3044,Входящая,2,9,2021,  167 607 ₽ 
3045,Входящая,2,8,2020,  141 147 ₽ 
3046,Входящая,5,12,2019,  125 086 ₽ 
3047,Входящая,3,6,2021,  110 506 ₽ 
3048,Исходящая,4,12,2021,  196 245 ₽ 
3049,Исходящая,2,4,2019,  156 134 ₽ 
3050,Входящая,4,10,2021,  139 388 ₽ 
3051,Исходящая,1,5,2021,  141 918 ₽ 
3052,Входящая,6,8,2021,  173 059 ₽ 
3053,Исходящая,5,7,2019,  117 052 ₽ 
3054,Исходящая,2,10,2021,  163 445 ₽ 
3055,Исходящая,3,10,2020,  191 966 ₽ 
3056,Входящая,1,5,2020,  163 342 ₽ 
3057,Входящая,1,5,2020,  159 342 ₽ 
3058,Исходящая,2,6,2020,  128 123 ₽ 
3059,Входящая,2,1,2021,  161 486 ₽ 
3060,Исходящая,4,5,2021,  119 302 ₽ 
3061,Входящая,5,7,2020,  105 985 ₽ 
3062,Входящая,5,8,2020,  132 610 ₽ 
3063,Входящая,2,10,2021,  195 337 ₽ 
3064,Входящая,3,12,2021,  169 921 ₽ 
3065,Входящая,1,5,2021,  155 138 ₽ 
3066,Входящая,4,7,2020,  190 460 ₽ 
3067,Исходящая,4,5,2021,  115 129 ₽ 
3068,Входящая,1,3,2020,  142 865 ₽ 
3069,Входящая,6,5,2019,  153 700 ₽ 
3070,Входящая,2,10,2019,  122 584 ₽ 
3071,Входящая,2,11,2021,  136 898 ₽ 
3072,Исходящая,3,9,2020,  144 504 ₽ 
3073,Входящая,5,12,2019,  119 236 ₽ 
3074,Входящая,1,11,2021,  125 055 ₽ 
3075,Исходящая,3,2,2019,  106 452 ₽ 
3076,Исходящая,4,9,2020,  169 608 ₽ 
3077,Исходящая,3,6,2019,  129 827 ₽ 
3078,Исходящая,6,11,2021,  158 522 ₽ 
3079,Входящая,1,12,2019,  177 286 ₽ 
3080,Исходящая,5,1,2021,  100 594 ₽ 
3081,Входящая,1,12,2021,  177 954 ₽ 
3082,Исходящая,1,7,2020,  120 536 ₽ 
3083,Исходящая,3,1,2019,  157 411 ₽ 
3084,Входящая,6,5,2019,  188 502 ₽ 
3085,Исходящая,1,11,2019,  192 416 ₽ 
3086,Исходящая,4,2,2020,  143 965 ₽ 
3087,Входящая,1,4,2020,  166 832 ₽ 
3088,Исходящая,4,9,2021,  138 771 ₽ 
3089,Исходящая,6,8,2020,  165 799 ₽ 
3090,Входящая,5,12,2019,  142 312 ₽ 
3091,Исходящая,5,7,2021,  198 712 ₽ 
3092,Исходящая,2,2,2019,  170 843 ₽ 
3093,Входящая,2,9,2020,  142 733 ₽ 
3094,Исходящая,2,10,2020,  155 795 ₽ 
3095,Входящая,1,11,2019,  195 702 ₽ 
3096,Исходящая,6,8,2020,  159 309 ₽ 
3097,Исходящая,6,3,2019,  127 660 ₽ 
3098,Исходящая,4,12,2019,  191 035 ₽ 
3099,Входящая,3,12,2021,  193 376 ₽ 
3100,Исходящая,3,7,2020,  107 781 ₽ 
3101,Входящая,1,4,2021,  114 523 ₽ 
3102,Исходящая,2,9,2019,  165 203 ₽ 
3103,Исходящая,3,12,2019,  153 454 ₽ 
3104,Входящая,3,3,2019,  112 646 ₽ 
3105,Исходящая,6,7,2021,  184 910 ₽ 
3106,Исходящая,5,5,2020,  180 738 ₽ 
3107,Исходящая,5,5,2020,  163 455 ₽ 
3108,Исходящая,6,7,2019,  111 073 ₽ 
3109,Исходящая,4,10,2020,  168 758 ₽ 
3110,Исходящая,4,5,2019,  189 672 ₽ 
3111,Входящая,2,1,2020,  195 069 ₽ 
3112,Исходящая,1,9,2020,  197 488 ₽ 
3113,Исходящая,1,4,2021,  130 744 ₽ 
3114,Исходящая,4,9,2020,  158 884 ₽ 
3115,Входящая,6,6,2020,  115 309 ₽ 
3116,Входящая,5,5,2021,  179 174 ₽ 
3117,Исходящая,6,8,2020,  171 561 ₽ 
3118,Исходящая,1,9,2021,  168 080 ₽ 
3119,Входящая,1,4,2019,  153 446 ₽ 
3120,Исходящая,3,4,2019,  176 679 ₽ 
3121,Исходящая,3,1,2019,  124 844 ₽ 
3122,Исходящая,4,11,2019,  127 867 ₽ 
3123,Входящая,2,5,2021,  178 164 ₽ 
3124,Исходящая,5,9,2019,  127 176 ₽ 
3125,Исходящая,6,5,2021,  199 326 ₽ 
3126,Исходящая,2,9,2019,  193 294 ₽ 
3127,Входящая,2,3,2021,  113 531 ₽ 
3128,Входящая,3,6,2019,  119 378 ₽ 
3129,Исходящая,6,6,2019,  136 930 ₽ 
3130,Входящая,6,12,2021,  149 489 ₽ 
3131,Исходящая,4,12,2021,  179 387 ₽ 
3132,Исходящая,4,1,2021,  127 012 ₽ 
3133,Входящая,4,7,2019,  181 904 ₽ 
3134,Входящая,3,3,2021,  137 364 ₽ 
3135,Исходящая,5,5,2019,  145 121 ₽ 
3136,Входящая,2,1,2019,  177 226 ₽ 
3137,Исходящая,5,10,2020,  198 801 ₽ 
3138,Входящая,5,11,2020,  106 512 ₽ 
3139,Входящая,4,4,2020,  198 146 ₽ 
3140,Входящая,2,5,2020,  145 303 ₽ 
3141,Исходящая,4,3,2020,  173 395 ₽ 
3142,Исходящая,6,8,2019,  108 139 ₽ 
3143,Входящая,1,2,2021,  191 480 ₽ 
3144,Исходящая,2,7,2020,  187 935 ₽ 
3145,Исходящая,1,11,2021,  159 926 ₽ 
3146,Входящая,1,5,2020,  121 305 ₽ 
3147,Исходящая,5,6,2021,  161 547 ₽ 
3148,Исходящая,5,9,2019,  199 257 ₽ 
3149,Входящая,5,5,2020,  148 674 ₽ 
3150,Входящая,6,6,2020,  192 361 ₽ 
3151,Входящая,5,2,2021,  150 680 ₽ 
3152,Исходящая,2,12,2021,  105 814 ₽ 
3153,Входящая,1,7,2020,  146 177 ₽ 
3154,Входящая,3,1,2020,  116 569 ₽ 
3155,Входящая,5,4,2019,  128 125 ₽ 
3156,Входящая,2,6,2019,  181 079 ₽ 
3157,Исходящая,5,4,2019,  117 711 ₽ 
3158,Исходящая,4,5,2019,  122 610 ₽ 
3159,Исходящая,2,8,2020,  193 014 ₽ 
3160,Исходящая,6,7,2020,  110 581 ₽ 
3161,Входящая,3,9,2020,  113 418 ₽ 
3162,Входящая,3,5,2019,  159 747 ₽ 
3163,Исходящая,5,10,2019,  136 938 ₽ 
3164,Входящая,3,9,2020,  196 522 ₽ 
3165,Входящая,6,1,2020,  162 344 ₽ 
3166,Исходящая,1,3,2021,  108 176 ₽ 
3167,Входящая,4,2,2021,  135 024 ₽ 
3168,Исходящая,5,3,2021,  158 378 ₽ 
3169,Входящая,1,2,2021,  193 902 ₽ 
3170,Входящая,3,4,2019,  150 285 ₽ 
3171,Входящая,3,3,2019,  104 793 ₽ 
3172,Исходящая,4,9,2021,  102 012 ₽ 
3173,Входящая,5,3,2019,  162 352 ₽ 
3174,Исходящая,3,3,2019,  123 546 ₽ 
3175,Исходящая,5,11,2019,  131 183 ₽ 
3176,Исходящая,6,10,2021,  149 856 ₽ 
3177,Входящая,5,4,2019,  129 454 ₽ 
3178,Входящая,4,12,2019,  134 841 ₽ 
3179,Входящая,1,6,2020,  175 114 ₽ 
3180,Исходящая,2,1,2020,  115 402 ₽ 
3181,Исходящая,6,5,2019,  119 570 ₽ 
3182,Исходящая,5,4,2019,  133 502 ₽ 
3183,Исходящая,4,6,2021,  114 047 ₽ 
3184,Исходящая,3,4,2021,  123 709 ₽ 
3185,Входящая,1,10,2019,  169 727 ₽ 
3186,Исходящая,2,3,2019,  128 781 ₽ 
3187,Исходящая,5,2,2019,  173 167 ₽ 
3188,Исходящая,6,10,2021,  173 252 ₽ 
3189,Входящая,3,4,2020,  131 088 ₽ 
3190,Исходящая,3,3,2020,  147 953 ₽ 
3191,Входящая,2,1,2019,  148 309 ₽ 
3192,Исходящая,5,11,2021,  128 033 ₽ 
3193,Исходящая,5,11,2021,  110 341 ₽ 
3194,Исходящая,6,6,2021,  149 841 ₽ 
3195,Входящая,1,10,2019,  168 090 ₽ 
3196,Входящая,5,4,2020,  105 018 ₽ 
3197,Входящая,4,7,2019,  187 266 ₽ 
3198,Входящая,4,9,2020,  167 830 ₽ 
3199,Исходящая,1,9,2019,  197 493 ₽ 
3200,Входящая,3,8,2020,  149 100 ₽ 
3201,Исходящая,3,6,2021,  196 976 ₽ 
3202,Исходящая,3,5,2019,  187 612 ₽ 
3203,Исходящая,3,1,2021,  187 674 ₽ 
3204,Входящая,5,8,2021,  175 158 ₽ 
3205,Входящая,4,5,2021,  141 767 ₽ 
3206,Входящая,6,11,2020,  116 740 ₽ 
3207,Входящая,2,4,2019,  155 260 ₽ 
3208,Входящая,6,3,2020,  183 674 ₽ 
3209,Исходящая,2,2,2021,  146 362 ₽ 
3210,Исходящая,1,7,2020,  146 320 ₽ 
3211,Исходящая,3,12,2021,  144 998 ₽ 
3212,Исходящая,4,12,2019,  193 679 ₽ 
3213,Входящая,1,7,2021,  175 254 ₽ 
3214,Исходящая,1,3,2021,  189 851 ₽ 
3215,Исходящая,2,7,2021,  145 173 ₽ 
3216,Исходящая,6,12,2020,  183 183 ₽ 
3217,Входящая,5,4,2021,  128 607 ₽ 
3218,Входящая,2,2,2020,  164 088 ₽ 
3219,Исходящая,3,3,2020,  138 932 ₽ 
3220,Исходящая,2,2,2021,  158 605 ₽ 
3221,Входящая,1,9,2019,  148 899 ₽ 
3222,Входящая,6,7,2019,  158 375 ₽ 
3223,Исходящая,4,5,2021,  180 518 ₽ 
3224,Исходящая,2,2,2021,  160 081 ₽ 
3225,Исходящая,6,2,2021,  169 147 ₽ 
3226,Исходящая,5,10,2020,  151 412 ₽ 
3227,Исходящая,4,9,2020,  149 253 ₽ 
3228,Исходящая,2,11,2019,  106 744 ₽ 
3229,Исходящая,6,3,2019,  137 364 ₽ 
3230,Исходящая,5,10,2021,  154 340 ₽ 
3231,Входящая,5,12,2021,  126 392 ₽ 
3232,Исходящая,3,2,2019,  186 963 ₽ 
3233,Входящая,1,12,2021,  155 466 ₽ 
3234,Входящая,4,11,2021,  192 110 ₽ 
3235,Исходящая,4,9,2020,  169 296 ₽ 
3236,Входящая,5,9,2019,  128 392 ₽ 
3237,Исходящая,2,7,2019,  182 271 ₽ 
3238,Исходящая,4,10,2019,  141 647 ₽ 
3239,Исходящая,6,4,2020,  115 059 ₽ 
3240,Входящая,6,11,2020,  171 988 ₽ 
3241,Входящая,5,5,2019,  134 739 ₽ 
3242,Исходящая,4,12,2020,  165 942 ₽ 
3243,Исходящая,2,6,2020,  148 970 ₽ 
3244,Входящая,2,10,2019,  136 305 ₽ 
3245,Входящая,4,10,2020,  113 321 ₽ 
3246,Входящая,3,12,2019,  112 012 ₽ 
3247,Входящая,4,9,2019,  121 316 ₽ 
3248,Входящая,2,10,2019,  187 028 ₽ 
3249,Исходящая,5,2,2019,  174 147 ₽ 
3250,Исходящая,4,6,2020,  120 824 ₽ 
3251,Входящая,6,10,2021,  125 698 ₽ 
3252,Входящая,4,4,2020,  167 143 ₽ 
3253,Исходящая,6,9,2020,  109 811 ₽ 
3254,Входящая,3,7,2020,  145 295 ₽ 
3255,Исходящая,3,7,2021,  173 529 ₽ 
3256,Исходящая,2,1,2020,  158 199 ₽ 
3257,Входящая,5,11,2021,  137 046 ₽ 
3258,Входящая,3,6,2019,  173 213 ₽ 
3259,Исходящая,4,12,2021,  177 562 ₽ 
3260,Исходящая,3,1,2020,  142 350 ₽ 
3261,Исходящая,4,6,2021,  188 272 ₽ 
3262,Исходящая,4,9,2019,  134 520 ₽ 
3263,Исходящая,6,3,2019,  104 265 ₽ 
3264,Исходящая,4,7,2020,  110 868 ₽ 
3265,Исходящая,5,10,2020,  128 012 ₽ 
3266,Входящая,6,5,2019,  182 114 ₽ 
3267,Исходящая,1,1,2019,  135 440 ₽ 
3268,Исходящая,4,11,2019,  127 228 ₽ 
3269,Исходящая,3,9,2021,  161 544 ₽ 
3270,Входящая,2,11,2019,  176 273 ₽ 
3271,Входящая,1,4,2020,  193 077 ₽ 
3272,Входящая,1,8,2019,  182 915 ₽ 
3273,Исходящая,3,3,2021,  169 003 ₽ 
3274,Входящая,5,1,2020,  160 967 ₽ 
3275,Исходящая,6,2,2020,  124 687 ₽ 
3276,Исходящая,3,3,2020,  128 646 ₽ 
3277,Исходящая,1,12,2021,  105 781 ₽ 
3278,Исходящая,6,12,2019,  168 721 ₽ 
3279,Исходящая,1,11,2020,  165 452 ₽ 
3280,Исходящая,1,6,2019,  189 110 ₽ 
3281,Исходящая,6,10,2020,  136 893 ₽ 
3282,Входящая,3,8,2021,  105 942 ₽ 
3283,Входящая,6,5,2021,  172 903 ₽ 
3284,Исходящая,4,6,2021,  128 857 ₽ 
3285,Входящая,1,8,2019,  104 187 ₽ 
3286,Входящая,5,7,2021,  132 279 ₽ 
3287,Входящая,3,5,2021,  149 944 ₽ 
3288,Входящая,2,5,2019,  146 841 ₽ 
3289,Исходящая,3,8,2020,  115 534 ₽ 
3290,Входящая,3,11,2020,  191 429 ₽ 
3291,Входящая,4,8,2019,  142 909 ₽ 
3292,Входящая,5,9,2020,  172 658 ₽ 
3293,Входящая,6,8,2020,  154 255 ₽ 
3294,Исходящая,3,4,2021,  112 824 ₽ 
3295,Входящая,1,1,2019,  179 557 ₽ 
3296,Исходящая,4,10,2021,  122 516 ₽ 
3297,Входящая,5,5,2021,  148 177 ₽ 
3298,Исходящая,4,11,2021,  150 769 ₽ 
3299,Входящая,5,12,2021,  151 234 ₽ 
3300,Исходящая,2,8,2021,  130 955 ₽ 
3301,Входящая,6,9,2020,  153 249 ₽ 
3302,Входящая,3,7,2021,  170 638 ₽ 
3303,Входящая,1,11,2019,  166 253 ₽ 
3304,Входящая,1,5,2019,  170 239 ₽ 
3305,Исходящая,4,11,2021,  106 046 ₽ 
3306,Входящая,4,12,2019,  146 299 ₽ 
3307,Исходящая,6,2,2020,  168 835 ₽ 
3308,Исходящая,2,3,2021,  190 370 ₽ 
3309,Исходящая,5,2,2020,  159 075 ₽ 
3310,Входящая,3,1,2021,  194 592 ₽ 
3311,Исходящая,3,3,2019,  153 729 ₽ 
3312,Исходящая,4,10,2019,  196 687 ₽ 
3313,Входящая,5,3,2021,  139 016 ₽ 
3314,Исходящая,1,2,2020,  159 745 ₽ 
3315,Исходящая,3,6,2021,  128 588 ₽ 
3316,Входящая,1,3,2020,  166 618 ₽ 
3317,Входящая,6,9,2019,  108 078 ₽ 
3318,Входящая,4,3,2021,  122 429 ₽ 
3319,Входящая,6,7,2020,  159 007 ₽ 
3320,Исходящая,3,12,2019,  189 103 ₽ 
3321,Исходящая,2,7,2019,  108 400 ₽ 
3322,Входящая,1,11,2019,  180 378 ₽ 
3323,Входящая,5,7,2021,  145 597 ₽ 
3324,Исходящая,4,9,2020,  129 988 ₽ 
3325,Исходящая,6,12,2021,  178 820 ₽ 
3326,Исходящая,3,11,2020,  171 513 ₽ 
3327,Исходящая,4,10,2019,  164 937 ₽ 
3328,Входящая,3,7,2021,  104 064 ₽ 
3329,Исходящая,2,3,2020,  114 672 ₽ 
3330,Исходящая,1,8,2020,  131 235 ₽ 
3331,Исходящая,5,7,2020,  189 008 ₽ 
3332,Входящая,3,11,2020,  187 474 ₽ 
3333,Входящая,3,2,2019,  136 769 ₽ 
3334,Входящая,1,10,2021,  191 780 ₽ 
3335,Входящая,4,5,2019,  196 748 ₽ 
3336,Исходящая,4,8,2021,  160 056 ₽ 
3337,Входящая,4,1,2019,  125 864 ₽ 
3338,Исходящая,6,7,2021,  173 981 ₽ 
3339,Исходящая,1,4,2020,  135 292 ₽ 
3340,Исходящая,2,1,2020,  135 022 ₽ 
3341,Исходящая,3,12,2020,  133 132 ₽ 
3342,Входящая,4,4,2020,  168 652 ₽ 
3343,Исходящая,4,12,2020,  169 636 ₽ 
3344,Входящая,4,12,2020,  139 895 ₽ 
3345,Входящая,4,11,2019,  169 962 ₽ 
3346,Входящая,3,1,2019,  127 045 ₽ 
3347,Входящая,2,6,2019,  156 691 ₽ 
3348,Входящая,1,5,2020,  178 049 ₽ 
3349,Входящая,6,9,2019,  116 504 ₽ 
3350,Исходящая,2,3,2019,  141 259 ₽ 
3351,Входящая,6,8,2019,  160 736 ₽ 
3352,Входящая,6,9,2020,  141 972 ₽ 
3353,Исходящая,5,6,2021,  133 636 ₽ 
3354,Входящая,6,1,2021,  101 968 ₽ 
3355,Исходящая,3,7,2020,  111 302 ₽ 
3356,Исходящая,2,1,2019,  125 000 ₽ 
3357,Входящая,5,7,2019,  165 116 ₽ 
3358,Входящая,6,4,2019,  133 828 ₽ 
3359,Входящая,2,5,2019,  115 640 ₽ 
3360,Исходящая,5,8,2021,  178 198 ₽ 
3361,Исходящая,6,4,2021,  183 971 ₽ 
3362,Входящая,1,2,2021,  172 348 ₽ 
3363,Входящая,6,1,2019,  185 392 ₽ 
3364,Исходящая,2,8,2021,  158 850 ₽ 
3365,Входящая,5,2,2020,  186 686 ₽ 
3366,Входящая,6,6,2019,  144 228 ₽ 
3367,Входящая,3,8,2021,  143 464 ₽ 
3368,Исходящая,5,12,2019,  141 027 ₽ 
3369,Исходящая,1,8,2021,  103 495 ₽ 
3370,Входящая,2,7,2020,  192 222 ₽ 
3371,Исходящая,3,7,2019,  165 365 ₽ 
3372,Входящая,6,9,2019,  125 168 ₽ 
3373,Исходящая,3,2,2021,  187 410 ₽ 
3374,Входящая,2,11,2019,  129 314 ₽ 
3375,Входящая,4,6,2019,  162 220 ₽ 
3376,Исходящая,4,6,2020,  197 914 ₽ 
3377,Исходящая,3,4,2021,  102 579 ₽ 
3378,Исходящая,2,5,2019,  196 598 ₽ 
3379,Исходящая,6,1,2020,  175 160 ₽ 
3380,Входящая,3,6,2020,  163 966 ₽ 
3381,Исходящая,2,2,2021,  166 763 ₽ 
3382,Входящая,2,1,2019,  108 081 ₽ 
3383,Исходящая,5,7,2021,  105 137 ₽ 
3384,Входящая,6,6,2020,  139 548 ₽ 
3385,Входящая,3,10,2019,  111 164 ₽ 
3386,Входящая,5,4,2019,  164 359 ₽ 
3387,Входящая,4,7,2021,  149 834 ₽ 
3388,Исходящая,5,8,2020,  134 300 ₽ 
